id,sim_time,y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.0,0.27084457575621973,0.07335678421178327,-8.503388045790394e-17,0.0,0.0,0.0,2.1614093931691215e-15,-8.503388045426887e-17,0.07335678422135004,0.0,0.0,0.0,6.621208279597548e-11,0.0,0.0,9.976303031505458e-07,7.057719065121363e-27,-3.3831895188409125e-20,0.0,0.0,0.0,7.057719065121361e-27,9.952828531643826e-07,1.624545754538264e-34,0.0,0.0,0.0,-3.383189518840911e-20,-1.6225305091994912e-34,9.952828531643826e-07,0.0,2.1614093931691208e-15,6.621208279597547e-11,0.0,0.0,0.0,0.0008235106647020233
1,0.10967588424682617,0.279923320629604,0.07835706542731484,-8.737868538712302e-17,0.0,0.0,0.0,-1.645594478838665e-14,-8.737868538668125e-17,0.07835706543729332,0.0,0.0,0.0,2.7064232632475445e-09,0.0,0.0,9.966886344469784e-07,1.1413778700151878e-25,-3.5758219355118224e-20,0.0,0.0,0.0,1.1413778700151878e-25,9.93420688502008e-07,1.6307846004108525e-32,0.0,0.0,0.0,-3.575821935511823e-20,-1.6305380940810837e-32,9.93420688502008e-07,0.0,-1.6455944788386653e-14,2.7064232632475445e-09,0.0,0.0,0.0,0.0008821338352877257
2,1.141366958618164,0.2896678716076878,0.08390747583648153,-9.94138738025391e-17,0.0,0.0,0.0,-5.408643329061458e-14,-9.941387380023563e-17,0.0839074758469743,0.0,0.0,0.0,2.2455962364169906e-09,0.0,0.0,9.966886344478583e-07,7.204178488606774e-26,-3.788394203196152e-20,0.0,0.0,0.0,7.204178488606774e-26,9.934206885088406e-07,1.2418810922986462e-32,0.0,0.0,0.0,-3.7883942031961526e-20,-1.2417162523485784e-32,9.934206885088406e-07,0.0,-5.408643329061462e-14,2.2455962364169902e-09,0.0,0.0,0.0,0.000811149708004753
3,1.1939139366149902,0.2896678716076878,0.08390747583648153,-9.94138738025391e-17,0.0,0.0,0.0,-5.408643329061458e-14,-9.941387380023563e-17,0.0839074758469743,0.0,0.0,0.0,2.2455962364169906e-09,0.0,0.0,9.966886344478583e-07,7.204178488606774e-26,-3.788394203196152e-20,0.0,0.0,0.0,7.204178488606774e-26,9.934206885088406e-07,1.2418810922986462e-32,0.0,0.0,0.0,-3.7883942031961526e-20,-1.2417162523485784e-32,9.934206885088406e-07,0.0,-5.408643329061462e-14,2.2455962364169902e-09,0.0,0.0,0.0,0.000811149708004753
4,1.3019869327545166,0.3714767043203486,0.13799494176778293,6.412199225919655e-16,0.0,0.0,0.0,-3.9658903084169557e-13,6.412199222133762e-16,0.1379949419376325,0.0,0.0,0.0,-5.448251126435132e-09,0.0,0.0,4.998984359597023e-07,-2.909419023460404e-24,2.4511222953774455e-18,0.0,0.0,0.0,-2.9094190234604042e-24,4.997969937707547e-07,7.023121125411721e-32,0.0,0.0,0.0,2.4511222953774455e-18,7.01992366484846e-32,4.997969937707547e-07,0.0,-3.965890308416957e-13,-5.448251126435127e-09,0.0,0.0,0.0,0.0015329626066297305
5,1.4370238780975342,0.37577017109343447,0.14120322139866823,6.406173340973167e-16,0.0,0.0,0.0,-7.361954175963533e-15,6.406173337525403e-16,0.14120322156850984,0.0,0.0,0.0,-1.7531765335059722e-10,0.0,0.0,9.966886241228909e-07,2.262907512542597e-24,8.974054915482694e-19,0.0,0.0,0.0,2.262907512542596e-24,9.934206079049154e-07,-1.0882644229843526e-32,0.0,0.0,0.0,8.97405491548269e-19,9.65611743067171e-33,9.934206079049154e-07,0.0,-7.361954175963533e-15,-1.7531765335059712e-10,0.0,0.0,0.0,0.0007442426922636127
6,1.557447910308838,0.38671159713324654,0.1495458592723006,6.421887655580381e-16,0.0,0.0,0.0,4.844599133447717e-14,6.421887651056801e-16,0.1495458594423921,0.0,0.0,0.0,6.2561909684668986e-09,0.0,0.0,9.944903784713596e-07,1.0859521180319478e-27,1.7830717537469908e-20,0.0,0.0,0.0,1.0859521180319476e-27,9.89070972770255e-07,3.3827119288569437e-34,0.0,0.0,0.0,1.7830717537469902e-20,-3.382782258693883e-34,9.89070972770255e-07,0.0,4.844599133447719e-14,6.2561909684668986e-09,0.0,0.0,0.0,0.0008486555146341628
7,1.6074509620666504,0.391415450526321,0.15320605482568284,6.420953346960316e-16,0.0,0.0,0.0,-9.3733085215312e-17,6.420953342682544e-16,0.15320605499576284,0.0,0.0,0.0,1.4199267090251644e-10,0.0,0.0,9.976303031505458e-07,8.518555709279627e-26,7.687738761049934e-19,0.0,0.0,0.0,8.518555709279626e-26,9.952828531643826e-07,3.0362928221652357e-34,0.0,0.0,0.0,7.687738761049933e-19,-3.5890085076075947e-34,9.952828531643826e-07,0.0,-9.373308521531143e-17,1.419926709025164e-10,0.0,0.0,0.0,0.0008086971212356128
8,1.713927984237671,0.3990067496720343,0.159206386198801,6.420881142652814e-16,0.0,0.0,0.0,6.4943761258000654e-15,6.420881141037479e-16,0.15920638636888193,0.0,0.0,0.0,-2.8599530005214556e-10,0.0,0.0,9.983388599900262e-07,2.3739982085369227e-25,1.4088861451692198e-18,0.0,0.0,0.0,2.373998208536922e-25,9.966886675133716e-07,-2.9577094075934764e-34,0.0,0.0,0.0,1.4088861451692198e-18,-1.0692758731871431e-34,9.966886675133716e-07,0.0,6.4943761258000654e-15,-2.8599530005214567e-10,0.0,0.0,0.0,0.0008879937357640078
9,1.8190739154815674,0.4054638976633038,0.164400972223142,6.429259166860734e-16,0.0,0.0,0.0,3.7543543900457305e-14,6.429259158962532e-16,0.16440097239349424,0.0,0.0,0.0,6.607137322414768e-09,0.0,0.0,9.98338859989565e-07,5.790448969609995e-24,-4.12801252996748e-17,0.0,0.0,0.0,5.790448969609992e-24,9.966886675090892e-07,1.4426812656850347e-31,0.0,0.0,0.0,-4.12801252996748e-17,1.440763240697923e-31,9.966886675090892e-07,0.0,3.7543543900457305e-14,6.60713732241477e-09,0.0,0.0,0.0,0.0008734075914745416
