id,sim_time,y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.0,3.16227673305795e-05,9.999994118050697e-10,-4.969982176983701e-21,0.0,0.0,0.0,1.969383371279907e-24,-4.969982176983698e-21,9.999994154828622e-10,0.0,0.0,0.0,-1.7080746821051885e-21,0.0,0.0,4.997808625106168e-07,1.1799238871966052e-23,8.626972400941636e-19,0.0,0.0,0.0,1.1799238871966053e-23,4.995620445506126e-07,-4.641541545087247e-32,0.0,0.0,0.0,8.626972400941639e-19,-4.64867241027401e-32,4.995620445506126e-07,0.0,1.9693833712799063e-24,-1.7080746821051877e-21,0.0,0.0,0.0,9.999994242431958e-10
1,0.0,0.02552179439103485,0.0006500016090895978,-4.865908992135769e-09,0.0,0.0,0.0,1.1006838255859262e-17,-4.865908992135769e-09,0.0006527237908597661,0.0,0.0,0.0,-6.189402563635859e-15,0.0,0.0,3.331910353556327e-07,3.759515026075959e-23,1.4781728475796424e-18,0.0,0.0,0.0,3.7595150260759566e-23,3.330490407933962e-07,-3.8982253980191402e-31,0.0,0.0,0.0,1.4781728475796417e-18,-3.912445029507379e-31,3.330490407933962e-07,0.0,1.1006838255859259e-17,-6.189402563635859e-15,0.0,0.0,0.0,0.0005945131719017361
2,0.0,0.02552179439103485,0.0006500016090895978,-4.865908992135769e-09,0.0,0.0,0.0,1.1006838255859262e-17,-4.865908992135769e-09,0.0006527237908597661,0.0,0.0,0.0,-6.189402563635859e-15,0.0,0.0,3.331910353556327e-07,3.759515026075959e-23,1.4781728475796424e-18,0.0,0.0,0.0,3.7595150260759566e-23,3.330490407933962e-07,-3.8982253980191402e-31,0.0,0.0,0.0,1.4781728475796417e-18,-3.912445029507379e-31,3.330490407933962e-07,0.0,1.1006838255859259e-17,-6.189402563635859e-15,0.0,0.0,0.0,0.0005945131719017361
3,0.10821795463562012,0.02552179439103485,0.0006500016090895978,-4.865908992135769e-09,0.0,0.0,0.0,1.1006838255859262e-17,-4.865908992135769e-09,0.0006527237908597661,0.0,0.0,0.0,-6.189402563635859e-15,0.0,0.0,3.331910353556327e-07,3.759515026075959e-23,1.4781728475796424e-18,0.0,0.0,0.0,3.7595150260759566e-23,3.330490407933962e-07,-3.8982253980191402e-31,0.0,0.0,0.0,1.4781728475796417e-18,-3.912445029507379e-31,3.330490407933962e-07,0.0,1.1006838255859259e-17,-6.189402563635859e-15,0.0,0.0,0.0,0.0005945131719017361
4,0.21246695518493652,0.035435964074724255,0.0012500206548197988,-1.5543852578288083e-08,0.0,0.0,0.0,6.117176034985527e-13,-1.5543852578288083e-08,0.0012614073517444285,0.0,0.0,0.0,-4.47931641315452e-10,0.0,0.0,3.3325620823117373e-07,-3.76942874953027e-24,4.313977408375334e-19,0.0,0.0,0.0,-3.7694287495302675e-24,3.331791539192618e-07,2.1101894041482822e-32,0.0,0.0,0.0,4.3139774083753323e-19,2.1066556988382711e-32,3.331791539192618e-07,0.0,6.117176034985527e-13,-4.47931641315452e-10,0.0,0.0,0.0,0.0009369574069816946
5,0.31540799140930176,0.08638498639581646,0.007269005621899994,-2.0710446653963148e-07,0.0,0.0,0.0,-3.2254105775391662e-12,-2.0710446653963137e-07,0.007658264234358877,0.0,0.0,0.0,3.2369653747988667e-08,0.0,0.0,3.3306920115906163e-07,5.618861342454025e-24,-5.9191293314673716e-18,0.0,0.0,0.0,5.6188613424540245e-24,3.328059047155774e-07,1.2589040005651722e-31,0.0,0.0,0.0,-5.919129331467371e-18,1.2594387248719614e-31,3.328059047155774e-07,0.0,-3.2254105775391662e-12,3.2369653747988667e-08,0.0,0.0,0.0,0.0010928798077218147
6,0.4196760654449463,3.1622769485982816e-05,9.999995454638155e-10,-4.629964268962019e-22,0.0,0.0,0.0,1.0143860295545496e-26,-4.629964268962021e-22,9.99999554463396e-10,0.0,0.0,0.0,-9.862185607309811e-23,0.0,0.0,1.9998449931481817e-07,-2.0619586770518383e-24,3.9480485411581435e-20,0.0,0.0,0.0,-2.061958677051837e-24,1.9996900497791732e-07,5.253738571511337e-33,0.0,0.0,0.0,3.9480485411581435e-20,5.249942847804646e-33,1.9996900497791732e-07,0.0,1.0143860295545495e-26,-9.862185607309809e-23,0.0,0.0,0.0,9.999992210154214e-10
7,0.5216090679168701,0.0420156698967732,0.0017502420186817952,-1.0386348530576124e-09,0.0,0.0,0.0,-4.59717524470498e-14,-1.0386348530576126e-09,0.0017804556538831458,0.0,0.0,0.0,5.956076680769677e-09,0.0,0.0,3.3314835340131187e-07,-2.4263696019194e-23,-1.7868597903922388e-18,0.0,0.0,0.0,-2.4263696019194004e-23,3.3296378296577177e-07,-2.3437540157987106e-31,0.0,0.0,0.0,-1.786859790392239e-18,-2.343870453425798e-31,3.3296378296577177e-07,0.0,-4.59717524470498e-14,5.956076680769679e-09,0.0,0.0,0.0,0.0008765140787976918
8,0.6448500156402588,0.08616759171135872,0.007169720205158589,-6.500770585542955e-10,0.0,0.0,0.0,6.530146488628051e-13,-6.500770585542983e-10,0.007684447953019906,0.0,0.0,0.0,4.645108011244964e-08,0.0,0.0,3.3314835340131203e-07,-2.440945069959198e-23,-9.38883058865125e-18,0.0,0.0,0.0,-2.440945069959199e-23,3.3296378296577055e-07,-1.2389241392217927e-30,0.0,0.0,0.0,-9.388830588651249e-18,-1.238925159089152e-30,3.3296378296577055e-07,0.0,6.530146488628051e-13,4.6451080112449655e-08,0.0,0.0,0.0,0.0008796739725037302
9,0.6948659420013428,3.162276916515152e-05,9.999995238082349e-10,1.2767475713200058e-22,0.0,0.0,0.0,2.202370490663312e-31,1.2767475713200056e-22,9.999995355366807e-10,0.0,0.0,0.0,1.0708496261597838e-26,0.0,0.0,4.99900820779451e-07,-1.3005146536665736e-23,-9.138375957856361e-19,0.0,0.0,0.0,-1.3005146536665737e-23,4.99801696640027e-07,-1.1982488543013425e-31,0.0,0.0,0.0,-9.138375957856361e-19,-1.198340225171846e-31,4.99801696640027e-07,0.0,2.2023704906633113e-31,1.0708496261597835e-26,0.0,0.0,0.0,9.999996031731884e-10
