id,sim_time,y
0,0.0,1.72
1,0.15724587440490723,1.73
2,0.15724587440490723,1.73
3,0.21037602424621582,1.73
4,0.2641420364379883,1.74
5,0.3671259880065918,1.76
6,0.42325782775878906,1.74
7,0.48126983642578125,0.49
8,0.48126983642578125,0.43
9,0.5431699752807617,0.43
10,0.6002519130706787,0.43
11,0.6002519130706787,0.45
12,0.7551319599151611,0.48
13,0.8052208423614502,0.47
14,0.8052208423614502,0.48
15,0.8568148612976074,0.48
16,0.9084339141845703,0.47
17,0.9084339141845703,0.47
18,0.960162878036499,0.48
19,0.960162878036499,0.48
20,1.0154669284820557,0.46
21,1.0727858543395996,0.46
22,1.128216028213501,0.46
23,1.1813108921051025,0.46
24,1.1813108921051025,0.46
25,1.320375919342041,0.46
26,1.399528980255127,0.45
27,1.686189889907837,0.76
28,1.7458908557891846,0.75
29,1.8600249290466309,0.76
30,2.0405569076538086,0.76
31,2.0405569076538086,0.76
32,2.1453049182891846,0.76
33,2.1453049182891846,0.76
34,2.1963438987731934,0.76
35,2.251098871231079,0.76
36,2.3503308296203613,0.75
37,2.4028890132904053,0.78
38,2.45396089553833,0.78
39,2.5049870014190674,0.79
40,2.5049870014190674,0.78
41,2.560166835784912,0.78
42,2.615959882736206,0.78
43,2.669006824493408,0.76
44,2.7217159271240234,0.77
45,2.7217159271240234,0.77
46,2.8161869049072266,0.78
47,2.8161869049072266,0.79
48,2.867806911468506,0.79
49,2.938308000564575,0.79
50,2.988952875137329,0.76
51,3.0409998893737793,0.76
52,3.0918428897857666,0.75
53,3.0918428897857666,0.75
54,3.143129825592041,0.76
55,3.143129825592041,0.77
56,3.193634033203125,0.77
57,3.193634033203125,0.77
58,3.2483580112457275,0.78
59,3.2483580112457275,0.78
60,3.3022589683532715,0.77
61,3.3022589683532715,0.77
62,3.3556389808654785,0.75
63,3.408052921295166,0.76
64,3.408052921295166,0.76
65,3.4600419998168945,0.88
66,3.524724006652832,0.86
67,3.524724006652832,0.68
68,3.5760109424591064,1.14
69,3.5760109424591064,1.55
70,3.680124044418335,1.51
71,3.733935832977295,3.0
72,3.733935832977295,3.62
73,3.7919180393218994,3.43
74,3.7919180393218994,4.49
75,3.88307785987854,4.78
76,3.88307785987854,4.78
77,4.011239051818848,6.79
78,4.063639879226685,6.16
79,4.063639879226685,6.16
80,4.1161768436431885,5.62
81,4.1675050258636475,5.34
82,4.228430986404419,4.75
83,4.228430986404419,4.44
84,4.2873759269714355,4.09
85,4.2873759269714355,4.09
86,4.338320970535278,4.99
87,4.338320970535278,4.99
88,4.453882932662964,4.21
89,4.453882932662964,4.21
90,4.609129905700684,4.33
91,4.609129905700684,4.93
92,4.663384914398193,3.93
93,4.717294931411743,4.51
94,4.7673659324646,4.36
95,4.818881034851074,4.25
96,4.873226881027222,3.99
97,4.873226881027222,3.55
98,4.929487943649292,4.21
99,4.9806458950042725,3.8
100,5.033203840255737,4.05
101,5.085094928741455,3.98
102,5.1356589794158936,3.44
103,5.1917619705200195,3.18
104,5.244062900543213,1.98
105,5.295007944107056,1.68
106,5.349400043487549,2.36
107,5.349400043487549,2.36
108,5.399970054626465,2.4
109,5.4528679847717285,2.4
110,5.509584903717041,2.26
111,5.724026918411255,2.33
112,5.778655052185059,2.63
113,5.840535879135132,2.89
114,5.9987099170684814,3.89
115,6.150137901306152,3.89
116,6.2015368938446045,5.02
117,6.2558629512786865,5.48
118,6.2558629512786865,7.41
119,6.311205863952637,5.73
120,6.311205863952637,5.73
121,6.362365007400513,6.28
122,6.362365007400513,6.28
123,6.41538405418396,6.1
124,6.41538405418396,6.1
125,6.650645017623901,10.33
126,6.704391002655029,8.07
127,6.704391002655029,8.07
128,6.758088827133179,8.07
129,6.837800025939941,8.56
130,6.837800025939941,8.56
131,6.897097826004028,8.89
132,6.897097826004028,8.89
133,6.9494428634643555,8.89
134,7.056413888931274,9.82
135,7.115073919296265,9.82
136,7.17095685005188,10.15
137,7.2224109172821045,10.36
138,7.2224109172821045,10.34
139,7.353209972381592,10.34
140,7.353209972381592,11.07
141,7.4077308177948,11.33
142,7.462796926498413,13.46
143,7.462796926498413,13.46
144,7.5182459354400635,13.46
145,7.702888011932373,14.21
146,7.702888011932373,14.34
147,7.8165528774261475,15.38
148,7.8165528774261475,15.56
149,7.918905973434448,15.3
150,7.918905973434448,15.3
151,7.9692299365997314,15.94
152,7.9692299365997314,16.01
153,8.027427911758423,16.2
154,8.027427911758423,16.2
155,8.081559896469116,15.77
156,8.081559896469116,15.76
157,8.133342027664185,16.02
158,8.133342027664185,16.02
159,8.186223030090332,16.23
